State,Constituency_No,Constituency,Party,Candidate Name,Gender,Age,Application Date,Application Status,Father/Husband's Name,Photo Link,Phase,Polling Date
ANDHRA PRADESH,5,ANAKAPALLE,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,BUDI MUTYALA NAIDU,MALE,60,"22nd April, 2024",Accepted,VENKUNAIDU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BUDIM-2024-7070.jpg,4,13-05-2024
ANDHRA PRADESH,5,ANAKAPALLE,DALITA BAHUJANA PARTY,KRISHNA SWAROOP VADLAMURI,MALE,50,"24th April, 2024",Accepted,APPA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KRISH-2024-7898.jpg,4,13-05-2024
ANDHRA PRADESH,5,ANAKAPALLE,INDEPENDENT,APPALANAIDU TUMMAGUNTA,MALE,42,"24th April, 2024",Accepted,THUMMAGUNTA RAMUNAIDU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/APPAL-2024-7872.jpg,4,13-05-2024
ANDHRA PRADESH,5,ANAKAPALLE,INDEPENDENT,DR. THUMMAPALA HARI  SHANKAR,MALE,35,"24th April, 2024",Accepted,T CHINABBAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/THUMM-2024-7837.jpg,4,13-05-2024
ANDHRA PRADESH,5,ANAKAPALLE,INDIAN NATIONAL CONGRESS,VEGI VENKATESH,MALE,50,"24th April, 2024",Accepted,BABU RAO VEGI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VEGIV-2024-20240501093251.jpg,4,13-05-2024
ANDHRA PRADESH,5,ANAKAPALLE,INDEPENDENT,GARA SURYA RAO,MALE,70,"24th April, 2024",Accepted,GARA  KASULU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GARAS-2024-7609.jpg,4,13-05-2024
ANDHRA PRADESH,5,ANAKAPALLE,PYRAMID PARTY OF INDIA,VIJAYA LAKSHMI KARRI,FEMALE,43,"19th April, 2024",Accepted,PARAMESWARA RAO KARRI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VIJAY-2024-5939.jpg,4,13-05-2024
ANDHRA PRADESH,5,ANAKAPALLE,INDEPENDENT,VANKAYALA RAMACHANDRA RAO,MALE,70,"22nd April, 2024",Accepted,JAGGA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VANKA-2024-7116.jpg,4,13-05-2024
ANDHRA PRADESH,5,ANAKAPALLE,INDEPENDENT,LOVARAJU SIDDHA,MALE,36,"22nd April, 2024",Accepted,RAMANA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/LOVAR-2024-7093.jpg,4,13-05-2024
ANDHRA PRADESH,5,ANAKAPALLE,JAI BHARAT NATIONAL PARTY,ADARI SARAT CHANDRA,MALE,39,"20th April, 2024",Accepted,SATYANARAYANA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/ADARI-2024-6717.jpg,4,13-05-2024
ANDHRA PRADESH,6,KAKINADA,JAIBHIM RAO BHARAT PARTY,YENUGUPALLI KRISHNA,MALE,44,"22nd April, 2024",Accepted,VENKATA RAO YENUGUPALLI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/YENUG-2024-20240429114731.jpg,4,13-05-2024
ANDHRA PRADESH,6,KAKINADA,JANASENA PARTY,TANGELLA UDAY SRINIVAS  (TEA TIME UDAY),MALE,38,"24th April, 2024",Accepted,VB VASANTHA RAO TANGELLA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/TANGE-2024-20240429114853.jpg,4,13-05-2024
ANDHRA PRADESH,6,KAKINADA,INDEPENDENT,SUDHA VEERA GANESH,MALE,33,"25th April, 2024",Accepted,MALLESWARA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SUDHA-2024-20240429115103.jpg,4,13-05-2024
ANDHRA PRADESH,6,KAKINADA,BHARATHA CHAITANYA YUVAJANA PARTY,DR ANUSHA YADAV,FEMALE,25,"19th April, 2024",Accepted,DARABABU CHANDAKA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/DRANU-2024-20240429114628.jpg,4,13-05-2024
ANDHRA PRADESH,6,KAKINADA,BAHUJAN SAMAJ PARTY,KANDREGULA NARASIMHAM,MALE,55,"25th April, 2024",Accepted,KANDREGULA LACHANNA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KANDR-2024-20240429115041.jpg,4,13-05-2024
ANDHRA PRADESH,6,KAKINADA,INDEPENDENT,NEELAKANTAM DONAM,MALE,52,"25th April, 2024",Accepted,TANUKULU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/NEELA-2024-20240429115015.jpg,4,13-05-2024
ANDHRA PRADESH,6,KAKINADA,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,CHALAMALASETTY SUNIL,MALE,54,"25th April, 2024",Accepted,SURENDRANATH CHALAMALASETTY,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/CHALA-2024-20240429114932.jpg,4,13-05-2024
ANDHRA PRADESH,6,KAKINADA,NAVARANG CONGRESS PARTY,UDAY,MALE,41,"25th April, 2024",Accepted,VISHNU MURTHY SALADI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/UDAYA-2024-20240429114951.jpg,4,13-05-2024
ANDHRA PRADESH,6,KAKINADA,COMMUNIST PARTY OF INDIA  (MARXIST-LENINIST)  (LIBERATION),BUGATHA BANGARRAO,MALE,63,"24th April, 2024",Accepted,VASANTHAYYA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BUGAT-2024-20240429114913.jpg,4,13-05-2024
ANDHRA PRADESH,6,KAKINADA,JATIYA JANA SENA PARTY,TANGELLA SRINIVASU,MALE,32,"23rd April, 2024",Accepted,APPARAO TANGELLA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/TANGE-2024-20240429114834.jpg,4,13-05-2024
ANDHRA PRADESH,6,KAKINADA,INDIAN NATIONAL CONGRESS,MALLIPUDI MANGAPATI PALLAM RAJU,MALE,56,"23rd April, 2024",Accepted,SRIRAMA SANJEEVI RAO MALLIPUDI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MALLI-2024-20240429114809.jpg,4,13-05-2024
ANDHRA PRADESH,6,KAKINADA,REPUBLICAN PARTY OF INDIA (A),YEDIDA VARA PRASAD KUMAR,MALE,55,"23rd April, 2024",Accepted,YEDIDA KRUPA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/YEDID-2024-20240429114752.jpg,4,13-05-2024
ANDHRA PRADESH,6,KAKINADA,INDEPENDENT,BODDETI APPARAO,MALE,31,"22nd April, 2024",Accepted,BODDETI BHADRAM,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BODDE-2024-20240429114716.jpg,4,13-05-2024
ANDHRA PRADESH,6,KAKINADA,INDEPENDENT,PASUPULETI S.V.S.BHUSHANAM,MALE,53,"22nd April, 2024",Accepted,PASUPULETI SATHI RAJU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PASUP-2024-20240429114652.jpg,4,13-05-2024
ANDHRA PRADESH,6,KAKINADA,INDEPENDENT,BHAVANI SANKAR PRASAD MERLA,MALE,64,"18th April, 2024",Accepted,Veerraju,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BHAVA-2024-20240429114614.jpg,4,13-05-2024
ANDHRA PRADESH,7,AMALAPURAM (SC),INDEPENDENT,VADDI LALITH KUMAR,MALE,64,"25th April, 2024",Accepted,SUNDAR RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VADDI-2024-20240502112549.jpg,4,13-05-2024
ANDHRA PRADESH,7,AMALAPURAM (SC),PEOPLES PARTY OF INDIA (DEMOCRATIC),PATHURI RAMESH,MALE,39,"25th April, 2024",Accepted,VIJAYARATNAM,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PATHU-2024-20240502112224.jpg,4,13-05-2024
ANDHRA PRADESH,7,AMALAPURAM (SC),TELUGU DESAM,G M HARISH (BALAYOGI),MALE,33,"24th April, 2024",Accepted,MOHANA CHANDRA BALAYOGI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GMHAR-2024-20240502111113.jpg,4,13-05-2024
ANDHRA PRADESH,7,AMALAPURAM (SC),REPUBLICAN PARTY OF INDIA (A),KAPA KALYAN,MALE,47,"24th April, 2024",Accepted,CHANDRARAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KAPAK-2024-20240502111742.jpg,4,13-05-2024
ANDHRA PRADESH,7,AMALAPURAM (SC),INDIAN NATIONAL CONGRESS,GOUTHAM JANGA,MALE,54,"24th April, 2024",Accepted,KRISHNA MURTHY,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GOUTH-2024-20240502110423.jpg,4,13-05-2024
ANDHRA PRADESH,7,AMALAPURAM (SC),YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,RAPAKA VARAPRASADA RAO,MALE,65,"23rd April, 2024",Accepted,VENKATARAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/RAPAK-2024-7517.jpg,4,13-05-2024
ANDHRA PRADESH,7,AMALAPURAM (SC),PYRAMID PARTY OF INDIA,MATHA KRISHNA,MALE,39,"25th April, 2024",Accepted,PEDA MUSALAYYA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MATHA-2024-20240502111924.jpg,4,13-05-2024
ANDHRA PRADESH,7,AMALAPURAM (SC),JAIBHIM RAO BHARAT PARTY,YALANGI RAMESH,MALE,61,"24th April, 2024",Accepted,RAMARAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/YALAN-2024-20240502110738.jpg,4,13-05-2024
ANDHRA PRADESH,7,AMALAPURAM (SC),INDEPENDENT,MAKEY DAVY PRASAD,MALE,71,"24th April, 2024",Accepted,DAVID,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MAKED-2024-20240502111625.jpg,4,13-05-2024
ANDHRA PRADESH,7,AMALAPURAM (SC),JATIYA JANA SENA PARTY,RAMESH JILLELLA,MALE,28,"24th April, 2024",Accepted,VENKATESWARA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/RAMES-2024-20240502111510.jpg,4,13-05-2024
ANDHRA PRADESH,7,AMALAPURAM (SC),REPUBLICAN PARTY OF INDIA,GIDDI JNANA PRAKASA RAO,MALE,62,"24th April, 2024",Accepted,VERRIYYA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GIDDI-2024-20240502110623.jpg,4,13-05-2024
ANDHRA PRADESH,7,AMALAPURAM (SC),TELUGU NAVA GARJANA PARTY,KATRU NAGA BABU,MALE,30,"24th April, 2024",Accepted,Raghava,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KATRU-2024-20240502104755.jpg,4,13-05-2024
ANDHRA PRADESH,7,AMALAPURAM (SC),INDEPENDENT,GUDE VENKATESWARULU,MALE,51,"23rd April, 2024",Accepted,Ranganayakulu,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VENKA-2024-7539.jpg,4,13-05-2024
ANDHRA PRADESH,7,AMALAPURAM (SC),BAHUJAN SAMAJ PARTY,DORABABU YALLA,MALE,59,"23rd April, 2024",Accepted,Krishna Murthy,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/DORAB-2024-20240502105644.jpg,4,13-05-2024
ANDHRA PRADESH,7,AMALAPURAM (SC),LIBERATION CONGRESS PARTY,YADLA RAJESH,MALE,32,"23rd April, 2024",Accepted,Raju,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/YADLA-2024-20240502105502.jpg,4,13-05-2024
ANDHRA PRADESH,8,RAJAHMUNDRY,INDEPENDENT,JALLI BALA NAVEENA,FEMALE,43,"25th April, 2024",Accepted,Parameswara Rao,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/JALLI-2024-8820.jpg,4,13-05-2024
ANDHRA PRADESH,8,RAJAHMUNDRY,INDIAN NATIONAL CONGRESS,GIDUGU RUDRARAJU,MALE,55,"22nd April, 2024",Accepted,Late Surya Rao,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VEERA-2024-7190.jpg,4,13-05-2024
ANDHRA PRADESH,8,RAJAHMUNDRY,INDEPENDENT,BOMMANABOINA VSR MURTHY,MALE,67,"24th April, 2024",Accepted,B.Veera Venkata Rao,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BVS-2024-8078.jpg,4,13-05-2024
ANDHRA PRADESH,8,RAJAHMUNDRY,JAI BHARAT NATIONAL PARTY,MOHANARAO SINGULURI,MALE,35,"24th April, 2024",Accepted,Subba Rao,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SINGU-2024-20240429104358.jpg,4,13-05-2024
ANDHRA PRADESH,8,RAJAHMUNDRY,INDEPENDENT,SALOPANTULA RAGHAVENDRA RAO,MALE,50,"24th April, 2024",Accepted,Salopantula Syam Sundar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SALOP-2024-20240429112309.jpg,4,13-05-2024
ANDHRA PRADESH,8,RAJAHMUNDRY,BHARATIYA JANATA PARTY,DAGGUBATI PURANDHESHWARI,FEMALE,67,"19th April, 2024",Accepted,Dr D Venkateswara Rao,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/DAGGU-2024-6365.jpg,4,13-05-2024
ANDHRA PRADESH,8,RAJAHMUNDRY,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,DR. GUDURI SRINIVAS,MALE,60,"22nd April, 2024",Accepted,Ramadasu,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SRINI-2024-7188.jpg,4,13-05-2024
ANDHRA PRADESH,8,RAJAHMUNDRY,NAVARANG CONGRESS PARTY,BATTULA BALARAMAKRISHNA,MALE,31,"22nd April, 2024",Accepted,Srinivasarao Battula,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BALAR-2024-7194.jpg,4,13-05-2024
ANDHRA PRADESH,8,RAJAHMUNDRY,INDEPENDENT,BHANU CHANDAR KURUVELLA,MALE,39,"23rd April, 2024",Accepted,Naga Bhushanam,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KURUV-2024-7482.jpg,4,13-05-2024
ANDHRA PRADESH,8,RAJAHMUNDRY,BAHUJAN SAMAJ PARTY,GANESWARA RAO PARAMATA,MALE,62,"23rd April, 2024",Accepted,Vadapalli Paramata,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GANES-2024-7468.jpg,4,13-05-2024
ANDHRA PRADESH,8,RAJAHMUNDRY,INDEPENDENT,DR. MEDISI RATNARAO ALIAS VINAY,MALE,45,"23rd April, 2024",Accepted,Suryanarayana Late,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/DRME-2024-20240429112128.jpg,4,13-05-2024
ANDHRA PRADESH,8,RAJAHMUNDRY,RASHTRIYA PRAJA CONGRESS  (SECULAR),MEDA SRINIVASA RAO,MALE,54,"22nd April, 2024",Accepted,Meda Suryanarayana Late,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MEDAS-2024-7193.jpg,4,13-05-2024
ANDHRA PRADESH,9,NARSAPURAM,BAHUJAN SAMAJ PARTY,SIRRA RAJU,MALE,56,"25th April, 2024",Accepted,NAGESWARA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SIRRA-2024-8456.jpg,4,13-05-2024
ANDHRA PRADESH,9,NARSAPURAM,INDEPENDENT,NALLI RAJESH,MALE,41,"25th April, 2024",Accepted,NALLI NARASIMHAMURTHY,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/NALLI-2024-8437.jpg,4,13-05-2024
ANDHRA PRADESH,9,NARSAPURAM,INDEPENDENT,ADDANKI DORABABU,MALE,54,"25th April, 2024",Accepted,SIMHACHALAM ADDANKI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SEKHA-2024-20240425043617.jpg,4,13-05-2024
ANDHRA PRADESH,9,NARSAPURAM,INDEPENDENT,ADABALA SIVA,MALE,40,"25th April, 2024",Accepted,SURYA PRAKASH RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/ADABA-2024-20240425041309.jpg,4,13-05-2024
ANDHRA PRADESH,9,NARSAPURAM,INDEPENDENT,ADINARAYANA DUPPANAPUDI,MALE,46,"25th April, 2024",Accepted,SURYA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/ADINA-2024-8366.jpg,4,13-05-2024
ANDHRA PRADESH,9,NARSAPURAM,INDEPENDENT,PRASANNA KUMAR UNDURTHI,MALE,33,"19th April, 2024",Accepted,CHINNA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/UNDUR-2024-6051.jpg,4,13-05-2024
ANDHRA PRADESH,9,NARSAPURAM,INDIAN NATIONAL CONGRESS,K.B.R.NAIDU,MALE,64,"25th April, 2024",Accepted,LATE ANANDA RAJU KORALAPATI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BRAHM-2024-8318.jpg,4,13-05-2024
ANDHRA PRADESH,9,NARSAPURAM,INDEPENDENT,BALAGAM NAYAKAR,MALE,51,"25th April, 2024",Accepted,BABU PRASAD,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BALAG-2024-8292.jpg,4,13-05-2024
ANDHRA PRADESH,9,NARSAPURAM,REPUBLICAN PARTY OF INDIA (A),GANJI PURNIMA,FEMALE,41,"25th April, 2024",Accepted,MURARJI RAJU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GANJI-2024-20240425025259.jpg,4,13-05-2024
ANDHRA PRADESH,9,NARSAPURAM,INDEPENDENT,RUKHMINI,FEMALE,67,"25th April, 2024",Accepted,N KANAKARAJU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/RUKHM-2024-8260.jpg,4,13-05-2024
ANDHRA PRADESH,9,NARSAPURAM,INDEPENDENT,GOTTUMUKKALA SHIVAJI,MALE,53,"25th April, 2024",Accepted,LATE JAYA PRAKASH,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GOTTU-2024-8247.jpg,4,13-05-2024
ANDHRA PRADESH,9,NARSAPURAM,INDEPENDENT,GEDALA LAXMANA RAO,MALE,47,"23rd April, 2024",Accepted,SATYANARAYANA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GEDAL-2024-20240423040512.jpg,4,13-05-2024
ANDHRA PRADESH,9,NARSAPURAM,INDEPENDENT,ANAND CHANDULAL JASTI,MALE,68,"24th April, 2024",Accepted,SATYANARAYANA JASTI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/ANAND-2024-7671.jpg,4,13-05-2024
ANDHRA PRADESH,9,NARSAPURAM,BHARATIYA JANATA PARTY,BHUPATHI RAJU SRINIVASA VARMA (B.J.P.VARMA),MALE,56,"23rd April, 2024",Accepted,SURYA NARAYANA RAJU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BHUPA-2024-20240423044120.jpg,4,13-05-2024
ANDHRA PRADESH,9,NARSAPURAM,INDEPENDENT,ADDEPALLI VEERA VENKAT SUBBA RAO,MALE,36,"23rd April, 2024",Accepted,SATHYANARAYAN MURTHY,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/ADDEP-2024-20240423042004.jpg,4,13-05-2024
ANDHRA PRADESH,9,NARSAPURAM,INDEPENDENT,RAMA DURGA PRASAD THOLETI,MALE,36,"23rd April, 2024",Accepted,Veera Venkata Satyanarayana,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/1713661620IMG-20240420-WA0000.jpg,4,13-05-2024
ANDHRA PRADESH,9,NARSAPURAM,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,UMABALA GUDURI,FEMALE,57,"19th April, 2024",Accepted,JAGADEESH KUMAR GUDURI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/UMABA-2024-20240419033825.jpg,4,13-05-2024
ANDHRA PRADESH,9,NARSAPURAM,INDEPENDENT,KETHA SREENU,MALE,43,"23rd April, 2024",Accepted,V V SATYANARAYANA K,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KETHA-2024-20240423033016.jpg,4,13-05-2024
ANDHRA PRADESH,9,NARSAPURAM,INDEPENDENT,MEDAPATI VENKATA VARAHALA REDDY,MALE,49,"23rd April, 2024",Accepted,VENKATA RAMA KRISHNA REDDY,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MEDAP-2024-20240423032951.jpg,4,13-05-2024
ANDHRA PRADESH,9,NARSAPURAM,PYRAMID PARTY OF INDIA,MANNE LEELA RAMA NARENDRA,MALE,38,"22nd April, 2024",Accepted,SURYA CHANDRA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/LEELA-2024-20240422030108.jpg,4,13-05-2024
ANDHRA PRADESH,9,NARSAPURAM,JAIBHIM RAO BHARAT PARTY,OLETY NAGENDRA KRISHNA,MALE,55,"20th April, 2024",Accepted,O N SASTRY,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/OLETY-2024-6791.jpg,4,13-05-2024
ANDHRA PRADESH,10,ELURU,NAVARANG CONGRESS PARTY,AJAY BABU BODA,MALE,32,"25th April, 2024",Accepted,NAGA BHUSHANAM,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/AJAYB-2024-20240426025152.jpg,4,13-05-2024
ANDHRA PRADESH,10,ELURU,INDEPENDENT,KANDAVALLI JEEVA DEVA DAYAKAR,MALE,56,"25th April, 2024",Accepted,ISRAEL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/JEEVA-2024-8596.jpg,4,13-05-2024
ANDHRA PRADESH,10,ELURU,BHARATHEEYA JAWAN KISAN PARTY,RAJESWARA RAO KONDRU,MALE,44,"25th April, 2024",Accepted,JOSHI KONDRU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/RAJES-2024-20240427115604.jpg,4,13-05-2024
ANDHRA PRADESH,10,ELURU,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,KARUMURI SUNIL KUMAR,MALE,33,"23rd April, 2024",Accepted,VENKATA NAGESWARA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KARUM-2024-7351.jpg,4,13-05-2024
ANDHRA PRADESH,10,ELURU,INDIAN NATIONAL CONGRESS,KAVURI LAVANYA,FEMALE,47,"19th April, 2024",Accepted,Dr. HARIKRISHNA MAGANTI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KAVUR-2024-20240426070700.jpg,4,13-05-2024
ANDHRA PRADESH,10,ELURU,TELUGU DESAM,PUTTA MAHESH KUMAR,MALE,39,"22nd April, 2024",Accepted,PUTTA SUDHAKAR,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PUTTA-2024-7136.jpg,4,13-05-2024
ANDHRA PRADESH,10,ELURU,PYRAMID PARTY OF INDIA,GODUGUPATI VEERA RAGHAVULU,MALE,51,"24th April, 2024",Accepted,SATYANARAYANA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GODUG-2024-7877.jpg,4,13-05-2024
ANDHRA PRADESH,10,ELURU,BAHUJAN SAMAJ PARTY,NITTA AKHILA DHARANI PAL,MALE,65,"23rd April, 2024",Accepted,NITTA DAVID,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/NITTA-2024-20240426015106.jpg,4,13-05-2024
ANDHRA PRADESH,10,ELURU,BHARATHA CHAITANYA YUVAJANA PARTY,BYRABOYINA MALYADRI,MALE,55,"24th April, 2024",Accepted,MALAKONDAYYA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BYRAB-2024-7848.jpg,4,13-05-2024
ANDHRA PRADESH,10,ELURU,LIBERATION CONGRESS PARTY,DR. MENDEM SANTHOSH KUMAR (PEDDA BABULU),MALE,49,"18th April, 2024",Accepted,MENDEM RAJU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/DRME-2024-5300.jpg,4,13-05-2024
ANDHRA PRADESH,10,ELURU,INDEPENDENT,AGASTEEN KOMMINA,MALE,41,"22nd April, 2024",Accepted,MARIYANNA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KOMMI-2024-7154.jpg,4,13-05-2024
ANDHRA PRADESH,10,ELURU,ANDHRA RASTRA PRAJA SAMITHI,RUDRAPAKA RATNA RAO (R.R.R),MALE,70,"22nd April, 2024",Accepted,KANAKALINGESWARARAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/RUDRA-2024-20240426105910.jpg,4,13-05-2024
ANDHRA PRADESH,10,ELURU,INDEPENDENT,BOKINALA KOTESWARA RAO,MALE,42,"19th April, 2024",Accepted,GURUNADHAM,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BOKIN-2024-20240426015131.jpg,4,13-05-2024
ANDHRA PRADESH,11,MACHILIPATNAM,JAI MAHA BHARATH PARTY,MARADANI K R SWAMY,MALE,38,"26th April, 2024",Accepted,MARADANI NAGESWARA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MARAD-2024-9141.jpg,4,13-05-2024
ANDHRA PRADESH,11,MACHILIPATNAM,BAHUJAN SAMAJ PARTY,DEVAMANI DEVARAPALLI,FEMALE,46,"22nd April, 2024",Accepted,ANANDA KUMAR DEVARAPALLI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/DEVAM-2024-6999.jpg,4,13-05-2024
ANDHRA PRADESH,11,MACHILIPATNAM,JATIYA JANA SENA PARTY,BAAL SHOURI CHODABATHINA,MALE,66,"26th April, 2024",Accepted,RAJA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BAALS-2024-9130.jpg,4,13-05-2024
ANDHRA PRADESH,11,MACHILIPATNAM,INDEPENDENT,PAMULA BALA SOWRYAMMA,FEMALE,39,"25th April, 2024",Accepted,PEDA AANTINI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PAMUL-2024-9127.jpg,4,13-05-2024
ANDHRA PRADESH,11,MACHILIPATNAM,INDEPENDENT,DAMODARA RAO GUDAVALLI,MALE,58,"25th April, 2024",Accepted,SAMUDRALU GUDAVALLI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/DAMOD-2024-9114.jpg,4,13-05-2024
ANDHRA PRADESH,11,MACHILIPATNAM,JANASENA PARTY,BALASHOWRY VALLABHANENI,MALE,55,"24th April, 2024",Accepted,JOJAIAH NAIDU VALLABHANENI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BALAS-2024-7952.jpg,4,13-05-2024
ANDHRA PRADESH,11,MACHILIPATNAM,INDEPENDENT,ANUSHA YERUVA,FEMALE,25,"25th April, 2024",Accepted,RAMARAO YERUVA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/ANUSH-2024-9089.jpg,4,13-05-2024
ANDHRA PRADESH,11,MACHILIPATNAM,INDEPENDENT,APPARAO ENNETI,MALE,51,"25th April, 2024",Accepted,ENNETI SAMBAIAH,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/APPAR-2024-9072.jpg,4,13-05-2024
